пролет,блок_col,k,с/в,с/в_0,"Высота, м","шаг рам,м",колонна,коэф исп.%,балка,коэф исп.%_6,прогоны,коэф исп.%_8,балки конек,балки карниз,кололнна опора,колонна карниз,Болты в раме,"металлоемкость оциноковка, кг","металлоемкость узловых пластин, кг","общая металлоемкость  рамы, кг","металло-емкость распорк, кг","металлоемкость гориз. связей, распорк, кг"
12м,B,1.0,5/1,5/1,3.6,5,ПГС245/20х80х2,75,ПГС300/20х80х3,87,"2ТПС 200х65х2 (шаг 1,2м)",78,7х2,9х2,6х2,10х2,268,392,233,,,
12м,B,1.0,5/3,5/3,3.6,5,"ПГС245/20х80х2,5",71,ПГС300/20х80х3,80,"2ТПС 200х65х2 (шаг 1,2м)",78,8х2,10х2,7х2,10х2,292,415,253,,,
12м,B,1.0,2/2,2/2,3.6,6,"ПГС300/20х80х1,5",85,ПГС300/20х80х2,84,"2ТПС 200х65х1,5 (шаг 1,25м)",85,7х2,9х2,6х2,8х2,300,556,268,,,
12м,AL,0.8,1/3,1/3,3.6,6,"ПГС245/20х80х1,5",68,"ПГС245/20х80х1,5",81,"2ТПС 200х45х1,5 (шаг 2,0м)",80,7х2,7х2,6х2,6х2,220,208,191,,,
12м,AL,0.8,2/3,2/3,3.6,6,"ПГС300/20х80х1,5",69,ПГС245/20х80х2,76,"2ТПС 200х65х1,5 (шаг 1,5м)",78,6х2,7х2,7х2,6х2,220,260,192,,,
12м,AL,0.8,2/4,2/4,3.6,6,"ПГС300/20х80х1,5",75,ПГС245/20х80х2,80,"2ТПС 200х65х1,5 (шаг 1,5м)",78,6х2,7х2,7х2,8х2,236,260,204,,,
12м,AL,0.8,3/1,3/1,3.6,6,"ПГС300/20х80х1,5",73,ПГС300/20х80х2,89,"2ТПС 200х65х2 (шаг 1,5м)",89,7х2,9х2,6х2,9х2,260,279,217,,,
12м,AL,0.8,3/2,3/2,3.6,6,"ПГС300/20х80х1,5",75,ПГС245/20х80х2,80,"2ТПС 200х65х2 (шаг 1,5м)",89,7х2,9х2,7х2,9х2,268,260,227,,,
12м,AL,0.8,4/1,4/1,3.6,6,"ПГС300/20х80х1,5",87,"ПГС300/20х80х2,5",84,"2ТПС 200х65х2 (шаг 1,2м)",74,7х2,9х2,7х2,11х2,284,327,247,,,
12м,AL,0.8,4/3,4/3,3.6,6,"ПГС300/20х80х1,5",88,"ПГС300/20х80х2,5",86,"2ТПС 200х65х2 (шаг 1,2м)",74,7х2,9х2,8х2,11х2,292,327,253,,,
12м,AL,0.8,5/1,5/1,3.6,6,ПГС245/20х80х2,72,ПГС300/20х80х3,83,"2ТПС 200х65х2 (шаг 1,5м)",78,7х2,8х2,6х2,10х2,260,392,221,,,
12м,AL,0.8,5/3,5/3,3.6,5,ПГС300/20х80х2,64,ПГС300/20х80х3,86,"2ТПС 200х65х2 (шаг 1,5м)",78,7х2,9х2,7х2,10х2,276,440,237,,,
12м,AL,0.8,2/2,2/2,3.6,6,"ПГС300/20х80х1,5",72,ПГС245/20х80х2,73,"2ТПС 200х65х1,5 (шаг 1,25м)",85,7х2,8х2,6х2,7х2,300,556,268,,,
12м,BV,1.0,1/3,1/3,4.8,6,ПГС300/20х80х2,75,ПГС245/20х80х2,75,"2ТПС 200х65х1,5 (шаг 2,0м)",83,5х2,6х2,7х2,6х2,204,325,187,,,
12м,BV,1.0,2/3,2/3,4.8,6,ПГС300/20х80х2,84,"ПГС245/20х80х2,5",79,"2ТПС 200х45х2 (шаг 1,5м)",86,6х2,7х2,8х2,8х2,244,366,210,,,
12м,BV,1.0,2/4,2/4,4.8,6,"ПГС245/20х80х2,5",78,"ПГС300/20х80х2,5",85,"2ТПС 200х45х2 (шаг 1,5м)",86,6х2,8х2,7х2,7х2,236,409,204,,,
12м,BV,1.0,3/1,3/1,4.8,6,ПГС300/20х80х2,70,"ПГС300/20х80х2,5",80,"2ТПС 200х65х2 (шаг 1,2м)",73,7х2,8х2,7х2,9х2,260,392,227,,,
12м,BV,1.0,3/2,3/2,4.8,6,ПГС245/20х80х2,74,"ПГС300/20х80х2,5",82,"2ТПС 200х65х2 (шаг 1,2м)",73,8х2,9х2,7х2,9х2,276,378,233,,,
12м,BV,1.0,4/1,4/1,4.8,6,"ПГС245/20х80х2,5",65,ПГС300/20х80х3,82,"2ТПС 200х65х2 (шаг 1,0м)",77,8х2,9х2,6х2,9х2,268,457,223,,,
12м,BV,1.0,4/3,4/3,4.8,6,"ПГС245/20х80х2,5",87,ПГС300/20х80х3,85,"2ТПС 200х65х2 (шаг 1,0м)",77,8х2,10х2,8х2,10х2,300,457,259,,,
12м,BV,1.0,5/1,5/1,4.8,5,ПГС300/20х80х2,89,ПГС300/20х80х3,79,"2ТПС 200х65х2 (шаг 1,2м)",78,8х2,10х2,6х2,11х2,292,440,247,,,
12м,BV,1.0,5/3,5/3,4.8,5,"ПГС245/20х80х2,5",80,ПГС300/20х80х3,88,"2ТПС 200х65х2 (шаг 1,2м)",78,8х2,9х2,7х2,9х2,276,457,233,,,
12м,BV,1.0,2/2,2/2,4.8,6,ПГС300/20х80х2,80,"ПГС245/20х80х2,5",77,"2ТПС 200х65х1,5 (шаг 1,25м)",85,7х2,8х2,8х2,8х2,300,556,268,,,
12м,DF,0.8,1/3,1/3,4.8,6,ПГС245/20х80х2,69,"ПГС300/20х80х1,5",78,"2ТПС 200х45х1,5 (шаг 2,0м)",80,6х2,7х2,6х2,6х2,212,282,182,,,
12м,DF,0.8,2/3,2/3,4.8,6,ПГС300/20х80х2,67,ПГС245/20х80х2,80,"2ТПС 200х65х1,5 (шаг 1,5м)",78,6х2,7х2,7х2,7х2,228,325,194,,,
12м,DF,0.8,2/4,2/4,4.8,6,ПГС300/20х80х2,75,ПГС245/20х80х2,85,"2ТПС 200х65х1,5 (шаг 1,5м)",78,6х2,8х2,9х2,7х2,252,325,216,,,
12м,DF,0.8,3/1,3/1,4.8,6,ПГС245/20х80х2,69,"ПГС245/20х80х2,5",73,"2ТПС 200х65х2 (шаг 1,5м)",89,7х2,8х2,8х2,10х2,276,352,237,,,
12м,DF,0.8,3/2,3/2,4.8,6,ПГС300/20х80х2,75,ПГС245/20х80х2,85,"2ТПС 200х65х2 (шаг 1,5м)",89,8х2,9х2,6х2,8х2,260,325,223,,,
12м,DF,0.8,4/1,4/1,4.8,6,ПГС300/20х80х2,71,"ПГС300/20х80х2,5",79,"2ТПС 200х65х2 (шаг 1,2м)",74,8х2,9х2,7х2,9х2,276,392,233,,,
12м,DF,0.8,4/3,4/3,4.8,6,ПГС300/20х80х2,72,"ПГС300/20х80х2,5",85,"2ТПС 200х65х2 (шаг 1,2м)",74,8х2,9х2,7х2,9х2,276,392,233,,,
12м,DF,0.8,5/1,5/1,4.8,6,ПГС300/20х80х2,84,ПГС300/20х80х3,79,"2ТПС 200х65х2 (шаг 1,5м)",78,7х2,9х2,7х2,11х2,284,440,247,,,
12м,DF,0.8,5/3,5/3,4.8,5,"ПГС300/20х80х2,5",69,ПГС300/20х80х3,80,"2ТПС 200х65х2 (шаг 1,5м)",78,7х2,9х2,7х2,10х2,276,457,237,,,
12м,DF,0.8,2/2,2/2,4.8,6,ПГС245/20х80х2,74,ПГС245/20х80х2,81,"2ТПС 200х65х1,5 (шаг 1,25м)",85,7х2,8х2,7х2,7х2,300,556,268,,,
12м,EP,1.0,1/3,1/3,6,6,ПГС245/20х80х3,78,"ПГС245/20х80х2,5",70,"2ТПС 200х65х1,5 (шаг 2,0м)",83,6х2,5х2,7х2,5х2,196,465,176,,,
12м,EP,1.0,2/3,2/3,6,6,ПГС245/20х80х3,84,"ПГС245/20х80х2,5",89,"2ТПС 200х45х2 (шаг 1,5м)",86,6х2,8х2,7х2,6х2,228,465,198,,,
12м,EP,1.0,2/4,2/4,6,6,"ПГС300/20х80х2,5",85,"ПГС300/20х80х2,5",80,"2ТПС 200х45х2 (шаг 1,5м)",86,6х2,8х2,9х2,7х2,252,475,216,,,
12м,EP,1.0,3/1,3/1,6,6,"ПГС245/20х80х2,5",72,"ПГС300/20х80х2,5",86,"2ТПС 200х65х2 (шаг 1,2м)",73,7х2,9х2,7х2,8х2,260,451,227,,,
12м,EP,1.0,3/2,3/2,6,6,"ПГС245/20х80х2,5",84,"ПГС300/20х80х2,5",89,"2ТПС 200х65х2 (шаг 1,2м)",73,7х2,9х2,8х2,8х2,268,451,233,,,
12м,EP,1.0,4/1,4/1,6,6,"ПГС300/20х80х2,5",65,ПГС300/20х80х3,89,"2ТПС 200х65х2 (шаг 1,0м)",77,7х2,9х2,7х2,9х2,268,523,227,,,
12м,EP,1.0,4/3,4/3,6,5,"ПГС300/20х80х2,5",87,ПГС300/20х80х3,79,"2ТПС 200х65х2 (шаг 1,5м)",64,7х2,9х2,8х2,9х2,276,523,233,,,
12м,EP,1.0,5/1,5/1,6,5,"ПГС300/20х80х2,5",68,ПГС300/20х80х3,87,"2ТПС 200х65х2 (шаг 1,2м)",78,8х2,9х2,7х2,9х2,276,523,233,,,
12м,EP,1.0,5/3,5/3,6,5,ПГС300/20х80х3,70,ПГС300/20х80х3,89,"2ТПС 200х65х2 (шаг 1,2м)",78,8х2,10х2,7х2,9х2,284,570,249,,,
12м,EP,1.0,2/2,2/2,6,6,"ПГС245/20х80х2,5",87,"ПГС300/20х80х2,5",74,"2ТПС 200х65х1,5 (шаг 1,25м)",85,6х2,8х2,8х2,8х2,300,556,268,,,
12м,FZ,0.8,1/3,1/3,6,6,"ПГС245/20х80х2,5",72,ПГС245/20х80х2,73,"2ТПС 200х45х1,5 (шаг 2,0м)",80,5х2,6х2,6х2,6х2,196,384,177,,,
12м,FZ,0.8,2/3,2/3,6,6,ПГС245/20х80х3,68,ПГС300/20х80х2,77,"2ТПС 200х65х1,5 (шаг 1,5м)",78,6х2,8х2,6х2,5х2,212,443,184,,,
12м,FZ,0.8,2/4,2/4,6,6,ПГС245/20х80х3,76,ПГС300/20х80х2,81,"2ТПС 200х65х1,5 (шаг 1,5м)",78,6х2,8х2,7х2,6х2,228,443,194,,,
12м,FZ,0.8,3/1,3/1,6,6,ПГС300/20х80х2,72,"ПГС245/20х80х2,5",78,"2ТПС 200х65х2 (шаг 1,5м)",89,7х2,8х2,7х2,10х2,268,404,231,,,
12м,FZ,0.8,3/2,3/2,6,6,ПГС245/20х80х3,76,ПГС245/20х80х2,81,"2ТПС 200х65х2 (шаг 1,5м)",89,8х2,9х2,6х2,6х2,244,424,213,,,
12м,FZ,0.8,4/1,4/1,6,6,ПГС300/20х80х2,85,"ПГС300/20х80х2,5",76,"2ТПС 200х65х2 (шаг 1,2м)",74,7х2,9х2,7х2,9х2,268,430,227,,,
12м,FZ,0.8,4/3,4/3,6,6,"ПГС245/20х80х2,5",85,ПГС300/20х80х3,78,"2ТПС 200х65х2 (шаг 1,2м)",74,6х2,8х2,8х2,9х2,260,499,224,,,
12м,FZ,0.8,5/1,5/1,6,6,"ПГС245/20х80х2,5",68,ПГС300/20х80х3,87,"2ТПС 200х65х2 (шаг 1,5м)",78,7х2,9х2,6х2,9х2,260,499,217,,,
12м,FZ,0.8,5/3,5/3,6,5,ПГС300/20х80х3,68,ПГС300/20х80х3,89,"2ТПС 200х65х2 (шаг 1,5м)",78,7х2,9х2,7х2,8х2,260,570,213,,,
12м,FZ,0.8,2/2,2/2,6,6,ПГС300/20х80х2,84,ПГС300/20х80х2,78,"2ТПС 200х65х1,5 (шаг 1,25м)",85,6х2,8х2,8х2,7х2,300,556,268,,,
12м,IR,1.0,1/3,1/3,3.6,6,"ПГС300/20х80х1,5",71,"ПГС300/20х80х1,5",89,"2ТПС 200х65х1,5 (шаг 2,0м)",83,6х2,7х2,7х2,7х2,228,216,194,,,
12м,IR,1.0,2/3,2/3,3.6,6,"ПГС300/20х80х1,5",85,ПГС300/20х80х2,85,"2ТПС 200х45х2 (шаг 1,5м)",86,8х2,9х2,8х2,9х2,284,279,239,,,
12м,IR,1.0,2/4,2/4,3.6,6,ПГС245/20х80х2,72,ПГС300/20х80х2,88,"2ТПС 200х45х2 (шаг 1,5м)",86,7х2,9х2,7х2,8х2,260,296,227,,,
12м,IR,1.0,3/1,3/1,3.6,6,"ПГС300/20х80х1,5",88,"ПГС300/20х80х2,5",83,"2ТПС 200х65х2 (шаг 1,2м)",73,7х2,9х2,7х2,11х2,284,327,247,,,
12м,IR,1.0,3/2,3/2,3.6,6,ПГС245/20х80х2,65,"ПГС300/20х80х2,5",85,"2ТПС 200х65х2 (шаг 1,2м)",73,7х2,9х2,6х2,9х2,260,344,233,,,
12м,IR,1.0,4/1,4/1,3.6,6,ПГС300/20х80х2,84,ПГС300/20х80х3,82,"2ТПС 200х65х2 (шаг 1,0м)",77,7х2,9х2,7х2,9х2,268,403,227,,,
12м,IR,1.0,4/3,4/3,3.6,6,ПГС300/20х80х2,85,ПГС300/20х80х3,80,"2ТПС 200х65х2 (шаг 1,0м)",77,7х2,10х2,7х2,11х2,292,403,261,,,
12м,IR,1.0,5/1,5/1,3.6,5,ПГС245/20х80х2,75,ПГС300/20х80х3,87,"2ТПС 200х65х2 (шаг 1,2м)",78,7х2,9х2,6х2,10х2,268,392,233,,,
12м,IR,1.0,5/3,5/3,3.6,5,"ПГС245/20х80х2,5",71,ПГС300/20х80х3,80,"2ТПС 200х65х2 (шаг 1,2м)",78,8х2,10х2,7х2,10х2,292,415,253,,,
12м,IR,1.0,2/2,2/2,3.6,6,"ПГС300/20х80х1,5",85,ПГС300/20х80х2,84,"2ТПС 200х65х1,5 (шаг 1,25м)",85,7х2,9х2,6х2,8х2,300,556,268,,,
12м,KB,0.8,1/3,1/3,3.6,6,"ПГС245/20х80х1,5",68,"ПГС245/20х80х1,5",81,"2ТПС 200х45х1,5 (шаг 2,0м)",80,7х2,7х2,6х2,6х2,220,208,191,,,
12м,KB,0.8,2/3,2/3,3.6,6,"ПГС300/20х80х1,5",69,ПГС245/20х80х2,76,"2ТПС 200х65х1,5 (шаг 1,5м)",78,6х2,7х2,7х2,6х2,220,260,192,,,
12м,KB,0.8,2/4,2/4,3.6,6,"ПГС300/20х80х1,5",75,ПГС245/20х80х2,80,"2ТПС 200х65х1,5 (шаг 1,5м)",78,6х2,7х2,7х2,8х2,236,260,204,,,
12м,KB,0.8,3/1,3/1,3.6,6,"ПГС300/20х80х1,5",73,ПГС300/20х80х2,89,"2ТПС 200х65х2 (шаг 1,5м)",89,7х2,9х2,6х2,9х2,260,279,217,,,
12м,KB,0.8,3/2,3/2,3.6,6,"ПГС300/20х80х1,5",75,ПГС245/20х80х2,80,"2ТПС 200х65х2 (шаг 1,5м)",89,7х2,9х2,7х2,9х2,268,260,227,,,
12м,KB,0.8,4/1,4/1,3.6,6,"ПГС300/20х80х1,5",87,"ПГС300/20х80х2,5",84,"2ТПС 200х65х2 (шаг 1,2м)",74,7х2,9х2,7х2,11х2,284,327,247,,,
12м,KB,0.8,4/3,4/3,3.6,6,"ПГС300/20х80х1,5",88,"ПГС300/20х80х2,5",86,"2ТПС 200х65х2 (шаг 1,2м)",74,7х2,9х2,8х2,11х2,292,327,253,,,
12м,KB,0.8,5/1,5/1,3.6,6,ПГС245/20х80х2,72,ПГС300/20х80х3,83,"2ТПС 200х65х2 (шаг 1,5м)",78,7х2,8х2,6х2,10х2,260,392,221,,,
12м,KB,0.8,5/3,5/3,3.6,5,ПГС300/20х80х2,64,ПГС300/20х80х3,86,"2ТПС 200х65х2 (шаг 1,5м)",78,7х2,9х2,7х2,10х2,276,440,237,,,
12м,KB,0.8,2/2,2/2,3.6,6,"ПГС300/20х80х1,5",72,ПГС245/20х80х2,73,"2ТПС 200х65х1,5 (шаг 1,25м)",85,7х2,8х2,6х2,7х2,300,556,268,,,
12м,LL,1.0,1/3,1/3,4.8,6,ПГС300/20х80х2,75,ПГС245/20х80х2,75,"2ТПС 200х65х1,5 (шаг 2,0м)",83,5х2,6х2,7х2,6х2,204,325,187,,,
12м,LL,1.0,2/3,2/3,4.8,6,ПГС300/20х80х2,84,"ПГС245/20х80х2,5",79,"2ТПС 200х45х2 (шаг 1,5м)",86,6х2,7х2,8х2,8х2,244,366,210,,,
12м,LL,1.0,2/4,2/4,4.8,6,"ПГС245/20х80х2,5",78,"ПГС300/20х80х2,5",85,"2ТПС 200х45х2 (шаг 1,5м)",86,6х2,8х2,7х2,7х2,236,409,204,,,
12м,LL,1.0,3/1,3/1,4.8,6,ПГС300/20х80х2,70,"ПГС300/20х80х2,5",80,"2ТПС 200х65х2 (шаг 1,2м)",73,7х2,8х2,7х2,9х2,260,392,227,,,
12м,LL,1.0,3/2,3/2,4.8,6,ПГС245/20х80х2,74,"ПГС300/20х80х2,5",82,"2ТПС 200х65х2 (шаг 1,2м)",73,8х2,9х2,7х2,9х2,276,378,233,,,
12м,LL,1.0,4/1,4/1,4.8,6,"ПГС245/20х80х2,5",65,ПГС300/20х80х3,82,"2ТПС 200х65х2 (шаг 1,0м)",77,8х2,9х2,6х2,9х2,268,457,223,,,
12м,LL,1.0,4/3,4/3,4.8,6,"ПГС245/20х80х2,5",87,ПГС300/20х80х3,85,"2ТПС 200х65х2 (шаг 1,0м)",77,8х2,10х2,8х2,10х2,300,457,259,,,
12м,LL,1.0,5/1,5/1,4.8,5,ПГС300/20х80х2,89,ПГС300/20х80х3,79,"2ТПС 200х65х2 (шаг 1,2м)",78,8х2,10х2,6х2,11х2,292,440,247,,,
12м,LL,1.0,5/3,5/3,4.8,5,"ПГС245/20х80х2,5",80,ПГС300/20х80х3,88,"2ТПС 200х65х2 (шаг 1,2м)",78,8х2,9х2,7х2,9х2,276,457,233,,,
12м,LL,1.0,2/2,2/2,4.8,6,ПГС300/20х80х2,80,"ПГС245/20х80х2,5",77,"2ТПС 200х65х1,5 (шаг 1,25м)",85,7х2,8х2,8х2,8х2,300,556,268,,,
12м,MV,0.8,1/3,1/3,4.8,6,ПГС245/20х80х2,69,"ПГС300/20х80х1,5",78,"2ТПС 200х45х1,5 (шаг 2,0м)",80,6х2,7х2,6х2,6х2,212,282,182,,,
12м,MV,0.8,2/3,2/3,4.8,6,ПГС300/20х80х2,67,ПГС245/20х80х2,80,"2ТПС 200х65х1,5 (шаг 1,5м)",78,6х2,7х2,7х2,7х2,228,325,194,,,
12м,MV,0.8,2/4,2/4,4.8,6,ПГС300/20х80х2,75,ПГС245/20х80х2,85,"2ТПС 200х65х1,5 (шаг 1,5м)",78,6х2,8х2,9х2,7х2,252,325,216,,,
12м,MV,0.8,3/1,3/1,4.8,6,ПГС245/20х80х2,69,"ПГС245/20х80х2,5",73,"2ТПС 200х65х2 (шаг 1,5м)",89,7х2,8х2,8х2,10х2,276,352,237,,,
12м,MV,0.8,3/2,3/2,4.8,6,ПГС300/20х80х2,75,ПГС245/20х80х2,85,"2ТПС 200х65х2 (шаг 1,5м)",89,8х2,9х2,6х2,8х2,260,325,223,,,
12м,MV,0.8,4/1,4/1,4.8,6,ПГС300/20х80х2,71,"ПГС300/20х80х2,5",79,"2ТПС 200х65х2 (шаг 1,2м)",74,8х2,9х2,7х2,9х2,276,392,233,,,
12м,MV,0.8,4/3,4/3,4.8,6,ПГС300/20х80х2,72,"ПГС300/20х80х2,5",85,"2ТПС 200х65х2 (шаг 1,2м)",74,8х2,9х2,7х2,9х2,276,392,233,,,
12м,MV,0.8,5/1,5/1,4.8,6,ПГС300/20х80х2,84,ПГС300/20х80х3,79,"2ТПС 200х65х2 (шаг 1,5м)",78,7х2,9х2,7х2,11х2,284,440,247,,,
12м,MV,0.8,5/3,5/3,4.8,5,"ПГС300/20х80х2,5",69,ПГС300/20х80х3,80,"2ТПС 200х65х2 (шаг 1,5м)",78,7х2,9х2,7х2,10х2,276,457,237,,,
12м,MV,0.8,2/2,2/2,4.8,6,ПГС245/20х80х2,74,ПГС245/20х80х2,81,"2ТПС 200х65х1,5 (шаг 1,25м)",85,7х2,8х2,7х2,7х2,300,556,268,,,
12м,OF,1.0,1/3,1/3,6,6,ПГС245/20х80х3,78,"ПГС245/20х80х2,5",70,"2ТПС 200х65х1,5 (шаг 2,0м)",83,6х2,5х2,7х2,5х2,196,465,176,,,
12м,OF,1.0,2/3,2/3,6,6,ПГС245/20х80х3,84,"ПГС245/20х80х2,5",89,"2ТПС 200х45х2 (шаг 1,5м)",86,6х2,8х2,7х2,6х2,228,465,198,,,
12м,OF,1.0,2/4,2/4,6,6,"ПГС300/20х80х2,5",85,"ПГС300/20х80х2,5",80,"2ТПС 200х45х2 (шаг 1,5м)",86,6х2,8х2,9х2,7х2,252,475,216,,,
12м,OF,1.0,3/1,3/1,6,6,"ПГС245/20х80х2,5",72,"ПГС300/20х80х2,5",86,"2ТПС 200х65х2 (шаг 1,2м)",73,7х2,9х2,7х2,8х2,260,451,227,,,
12м,OF,1.0,3/2,3/2,6,6,"ПГС245/20х80х2,5",84,"ПГС300/20х80х2,5",89,"2ТПС 200х65х2 (шаг 1,2м)",73,7х2,9х2,8х2,8х2,268,451,233,,,
12м,OF,1.0,4/1,4/1,6,6,"ПГС300/20х80х2,5",65,ПГС300/20х80х3,89,"2ТПС 200х65х2 (шаг 1,0м)",77,7х2,9х2,7х2,9х2,268,523,227,,,
12м,OF,1.0,4/3,4/3,6,5,"ПГС300/20х80х2,5",87,ПГС300/20х80х3,79,"2ТПС 200х65х2 (шаг 1,5м)",64,7х2,9х2,8х2,9х2,276,523,233,,,
12м,OF,1.0,5/1,5/1,6,5,"ПГС300/20х80х2,5",68,ПГС300/20х80х3,87,"2ТПС 200х65х2 (шаг 1,2м)",78,8х2,9х2,7х2,9х2,276,523,233,,,
12м,OF,1.0,5/3,5/3,6,5,ПГС300/20х80х3,70,ПГС300/20х80х3,89,"2ТПС 200х65х2 (шаг 1,2м)",78,8х2,10х2,7х2,9х2,284,570,249,,,
12м,OF,1.0,2/2,2/2,6,6,"ПГС245/20х80х2,5",87,"ПГС300/20х80х2,5",74,"2ТПС 200х65х1,5 (шаг 1,25м)",85,6х2,8х2,8х2,8х2,300,556,268,,,
12м,PP,0.8,1/3,1/3,6,6,"ПГС245/20х80х2,5",72,ПГС245/20х80х2,73,"2ТПС 200х45х1,5 (шаг 2,0м)",80,5х2,6х2,6х2,6х2,196,384,177,,,
12м,PP,0.8,2/3,2/3,6,6,ПГС245/20х80х3,68,ПГС300/20х80х2,77,"2ТПС 200х65х1,5 (шаг 1,5м)",78,6х2,8х2,6х2,5х2,212,443,184,,,
12м,PP,0.8,2/4,2/4,6,6,ПГС245/20х80х3,76,ПГС300/20х80х2,81,"2ТПС 200х65х1,5 (шаг 1,5м)",78,6х2,8х2,7х2,6х2,228,443,194,,,
12м,PP,0.8,3/1,3/1,6,6,ПГС300/20х80х2,72,"ПГС245/20х80х2,5",78,"2ТПС 200х65х2 (шаг 1,5м)",89,7х2,8х2,7х2,10х2,268,404,231,,,
12м,PP,0.8,3/2,3/2,6,6,ПГС245/20х80х3,76,ПГС245/20х80х2,81,"2ТПС 200х65х2 (шаг 1,5м)",89,8х2,9х2,6х2,6х2,244,424,213,,,
12м,PP,0.8,4/1,4/1,6,6,ПГС300/20х80х2,85,"ПГС300/20х80х2,5",76,"2ТПС 200х65х2 (шаг 1,2м)",74,7х2,9х2,7х2,9х2,268,430,227,,,
12м,PP,0.8,4/3,4/3,6,6,"ПГС245/20х80х2,5",85,ПГС300/20х80х3,78,"2ТПС 200х65х2 (шаг 1,2м)",74,6х2,8х2,8х2,9х2,260,499,224,,,
12м,PP,0.8,5/1,5/1,6,6,"ПГС245/20х80х2,5",68,ПГС300/20х80х3,87,"2ТПС 200х65х2 (шаг 1,5м)",78,7х2,9х2,6х2,9х2,260,499,217,,,
12м,PP,0.8,5/3,5/3,6,5,ПГС300/20х80х3,68,ПГС300/20х80х3,89,"2ТПС 200х65х2 (шаг 1,5м)",78,7х2,9х2,7х2,8х2,260,570,213,,,
12м,PP,0.8,2/2,2/2,6,6,ПГС300/20х80х2,84,ПГС300/20х80х2,78,"2ТПС 200х65х1,5 (шаг 1,25м)",85,6х2,8х2,8х2,7х2,300,556,268,,,
15м,B,1.0,1/3,1/3,3.6,6,ПГС245/20х80х2,86,ПГС245/20х80х2,86,"2ТПС 195х45х1,5 (шаг 1,5м)",79,7х2,7х2,8х2,7х2,228,387,209,,,
15м,B,1.0,2/3,2/3,3.6,6,ПГС245/20х80х2,89,"ПГС300/20х80х2,5",82,"2ТПС 200х65х1,5 (шаг 1,25м)",82,8х2,9х2,8х2,10х2,268,471,249,,,
15м,B,1.0,2/4,2/4,3.6,6,"ПГС245/20х80х2,5",73,"ПГС300/20х80х2,5",83,"2ТПС 200х65х1,5 (шаг 1,25м)",92,8х2,9х2,8х2,9х2,276,495,225,,,
15м,B,1.0,3/1,3/1,3.6,6,ПГС300/20х80х2,88,ПГС300/20х80х3,82,"2ТПС 200х65х2 (шаг 1,5м)",91,9х2,10х2,9х2,12х2,308,543,280,,,
15м,B,1.0,3/2,3/2,3.6,6,"ПГС245/20х80х2,5",68,ПГС300/20х80х3,87,"2ТПС 200х65х2 (шаг 1,5м)",91,9х2,10х2,8х2,10х2,308,556,264,,,
15м,B,1.0,4/1,4/1,3.6,4,ПГС300/20х80х2,75,"ПГС300/20х80х2,5",86,"2ТПС 200х45х1,5 (шаг 1,5м)",91,9х2,10х2,7х2,10х2,260,482,258,,,
15м,B,1.0,4/3,4/3,3.6,4,ПГС245/20х80х2,76,ПГС300/20х80х3,75,"2ТПС 200х45х1,5 (шаг 1,5м)",91,8х2,8х2,7х2,10х2,260,532,233,,,
15м,B,1.0,5/1,5/1,3.6,4,"ПГС245/20х80х2,5",70,ПГС300/20х80х3,85,"2ТПС 200х45х1,5 (шаг 1,25м)",90,9х2,10х2,7х2,10х2,284,556,258,,,
15м,B,1.0,5/3,5/3,3.6,4,"ПГС245/20х80х2,5",69,ПГС300/20х80х3,88,"2ТПС 200х45х1,5 (шаг 1,25м)",91,9х2,10х2,8х2,11х2,300,556,268,,,
15м,B,1.0,2/2,2/2,3.6,6,ПГС245/20х80х2,79,"ПГС300/20х80х2,5",78,"2ТПС 200х65х1,5 (шаг 1,25м)",85,8х2,9х2,7х2,9х2,300,556,268,,,
15м,AL,0.8,1/3,1/3,3.6,6,"ПГС300/20х80х1,5",90,ПГС245/20х80х2,67,"2ТПС 195х45х1,5 (шаг 1,875м)",79,6х2,7х2,7х2,7х2,220,370,194,,,
15м,AL,0.8,2/3,2/3,3.6,6,ПГС245/20х80х2,75,ПГС300/20х80х2,88,"2ТПС 200х45х2 (шаг 1,875м)",86,8х2,9х2,8х2,10х2,292,412,249,,,
15м,AL,0.8,2/4,2/4,3.6,6,ПГС245/20х80х2,86,"ПГС245/20х80х2,5",82,"2ТПС 200х45х2 (шаг 1,875м)",86,8х2,8х2,8х2,9х2,236,439,235,,,
15м,AL,0.8,3/1,3/1,3.6,6,ПГС245/20х80х2,74,"ПГС300/20х80х2,5",81,"2ТПС 200х65х1,5 (шаг 1,25м)",89,9х2,9х2,7х2,10х2,276,471,248,,,
15м,AL,0.8,3/2,3/2,3.6,6,ПГС245/20х80х2,81,"ПГС300/20х80х2,5",82,"2ТПС 200х65х1,5 (шаг 1,25м)",89,9х2,9х2,8х2,10х2,292,471,244,,,
15м,AL,0.8,4/1,4/1,3.6,6,"ПГС245/20х80х2,5",67,ПГС300/20х80х3,85,"2ТПС 200х65х2 (шаг 1,5м)",90,9х2,10х2,7х2,9х2,292,556,248,,,
15м,AL,0.8,4/3,4/3,3.6,6,"ПГС245/20х80х2,5",79,ПГС300/20х80х3,86,"2ТПС 200х65х2 (шаг 1,5м)",91,9х2,10х2,8х2,11х2,300,556,268,,,
